ID,mobID,actualHealth,coordinatesX,coordinatesY,holdingItem
1128,42,47,-328,-448,
1129,42,32,-32,-20,
1130,42,92,344,-149,
1131,42,79,265,-191,
1132,42,90,-433,-183,
1133,42,36,-305,355,
1134,42,63,81,-19,
1135,42,54,178,348,
1136,42,32,436,-89,
1137,42,84,88,-9,
1138,42,42,-299,-7,
1139,42,37,-36,64,
1140,42,83,154,-141,
1141,42,68,470,134,
1142,42,73,379,335,
1143,42,45,302,26,
1144,42,71,484,294,
1145,42,67,12,-118,
1146,42,27,-233,-416,
1147,42,37,-250,456,
1148,42,67,458,-149,
1149,42,99,34,-87,
1150,42,26,260,-274,
1151,42,71,204,-49,
1152,42,26,180,314,
1153,42,46,306,-60,
1154,42,81,-277,-447,
1155,42,40,22,-429,
1156,43,6,21,428,
1157,43,6,-167,293,
1158,43,11,-442,-335,
1159,43,9,-345,214,
1160,43,7,-31,-200,
1161,43,4,343,-29,
1162,43,11,-251,-39,
1163,43,5,-274,-433,
1164,43,10,430,111,
1165,43,11,11,40,
1166,43,12,485,-480,
1167,43,11,135,-126,
1168,43,11,442,-12,
1169,43,14,198,63,
1170,43,14,-12,-27,
1171,43,5,367,112,
1172,43,5,333,158,
1173,43,6,67,180,
1174,43,7,-162,102,
1175,43,11,76,-46,
1176,43,4,233,-488,
1177,43,9,304,-497,
1178,43,11,-266,-46,
1179,43,9,406,330,
1180,43,13,-356,-58,
1181,43,5,-324,-337,
1182,43,8,-303,-393,
1183,43,8,-220,-301,
1184,43,3,-310,439,
1185,43,5,-393,-226,
1186,43,11,-469,-417,
1187,43,14,96,-461,
1188,43,5,-499,68,
1189,43,11,-378,176,
1190,43,11,-40,29,
1191,43,12,450,362,
1192,43,3,183,125,
1193,44,24,-27,28,33
1194,44,19,-160,-126,33
1195,44,14,161,-68,33
1196,44,11,453,135,
1197,44,23,273,233,33
1198,44,8,128,361,33
1199,44,9,-42,-204,
1200,44,21,-202,298,33
1201,44,7,-107,26,
1202,44,12,308,-262,
1203,44,12,-199,132,33
1204,44,10,-162,128,
1205,44,6,-490,-3,
1206,44,19,157,498,
1207,44,11,43,254,33
1208,44,8,493,-58,33
1209,44,10,312,-304,33
1210,44,10,450,72,33
1211,44,15,-360,-467,33
1212,44,7,61,-406,
1213,44,13,246,99,
1214,44,7,418,72,33
1215,44,8,-121,367,
1216,46,9,-155,-109,68
1217,46,4,335,-38,68
1218,46,6,481,-243,68
1219,46,5,294,0,68
1220,46,7,-452,307,
1221,46,14,-135,202,68
1222,46,4,-461,-401,
1223,46,12,121,-49,68
1224,46,12,489,40,68
1225,46,4,-448,438,
1226,46,13,293,228,
1227,46,13,212,-81,68
1228,46,14,-1,-59,
1229,46,13,-312,151,
1230,46,10,298,-316,68
1231,46,15,47,70,68
1232,46,5,254,-333,68
1233,46,5,483,113,
1234,46,5,-225,-404,68
1235,46,10,-126,-85,68
1236,46,14,479,-177,68
1237,46,6,-474,322,68
1238,46,7,-274,-208,68
1239,46,8,-192,-81,
1240,46,9,-59,-494,
1241,46,4,31,200,68
1242,46,4,-297,114,68
1243,46,7,259,-383,
1244,46,15,-465,-427,68
1245,46,3,344,335,68
1246,46,5,-34,253,68
1247,46,7,166,-323,
1248,46,7,-270,-327,
1249,46,9,162,43,
1250,46,15,-282,487,
1251,46,13,67,-326,68
1252,46,10,-467,-339,68
1253,46,5,73,144,
1254,47,8,-214,112,
1255,47,17,187,-354,
1256,47,16,59,76,
1257,47,12,-193,-415,
1258,47,9,271,35,
1259,47,9,92,-91,
1260,47,17,-32,-126,
1261,47,15,-322,-56,
1262,47,12,437,255,
1263,47,5,334,427,
1264,47,12,395,50,
1265,47,6,342,-472,
1266,47,6,-214,-265,
1267,47,18,-133,-187,
1268,47,11,-467,-444,
1269,47,14,-239,-337,
1270,47,11,-308,242,
1271,47,13,-129,-144,
1272,47,9,-228,499,
1273,47,20,382,-254,
1274,47,8,-158,-466,
1275,47,9,246,490,
1276,47,11,-300,276,
1277,47,13,-64,-148,
1278,47,14,-411,-112,
1279,47,15,-122,-164,
1280,47,9,179,188,
1281,47,14,198,-126,
1282,47,15,-63,155,
1283,47,6,477,5,
1284,47,12,498,243,
1285,47,12,369,241,
1286,47,19,249,-419,
1287,47,18,-8,-200,
1288,47,15,186,-432,
1289,47,11,491,-13,
1290,47,19,-48,422,
1291,47,6,-309,348,
1292,48,4,-499,377,
1293,48,4,-171,174,40
1294,48,3,-300,-168,40
1295,48,3,64,314,
1296,48,2,388,-433,
1297,48,5,310,480,
1298,48,4,202,-35,40
1299,48,5,384,-90,
1300,48,6,-261,362,40
1301,48,3,93,-177,40
1302,48,3,-476,-71,
1303,48,5,-200,-497,40
1304,48,6,52,-464,
1305,48,5,102,187,40
1306,48,1,173,261,
1307,48,4,205,443,
1308,48,2,468,158,
1309,48,3,147,309,40
1310,48,4,-216,148,
1311,48,3,50,332,
1312,48,2,-179,-376,
1313,48,1,-11,-243,40
1314,48,2,128,13,40
1315,48,1,352,-27,
1316,48,2,349,-468,40
1317,48,5,-89,244,40
1318,48,2,29,242,40
1319,48,2,-280,293,
1320,48,6,-357,-338,
1321,48,3,102,-66,40
1322,49,2,395,38,
1323,49,10,-194,-200,
1324,49,3,-133,-285,
1325,49,9,-430,-25,
1326,49,3,-178,229,
1327,49,8,48,-34,
1328,49,3,-336,-200,
1329,49,6,432,-454,
1330,49,7,203,-294,
1331,49,5,251,183,
1332,49,9,-64,150,
1333,49,6,288,336,
1334,49,4,300,170,
1335,49,4,-30,-261,
1336,49,2,314,-393,
1337,49,4,-490,-54,
1338,49,6,-77,127,
1339,49,5,-463,-116,
1340,49,5,-120,328,
1341,49,3,-456,-392,
1342,50,13,263,182,
1343,50,10,-395,33,
1344,50,12,490,379,
1345,50,8,97,14,
1346,50,6,34,373,
1347,50,12,-223,489,
1348,50,7,81,386,
1349,50,11,393,-251,
1350,50,10,-226,149,
1351,50,6,-103,468,
1352,50,16,314,-193,
1353,50,5,91,-342,
1354,50,12,-333,285,
1355,50,15,110,-149,
1356,50,15,152,-211,
1357,50,13,466,-354,
1358,50,13,-497,-469,
1359,50,9,259,474,
1360,50,4,170,-448,
1361,50,6,-464,236,
1362,50,6,209,138,
1363,50,10,236,-210,
1364,50,5,-256,-293,
1365,50,14,-62,-312,
1366,50,8,60,-25,
1367,50,9,-383,-130,
1368,50,5,-17,458,
1369,51,26,49,-98,
1370,51,48,188,37,
1371,51,43,-494,76,
1372,51,13,349,-188,
1373,51,13,-251,288,
1374,51,30,-225,51,
1375,51,29,376,-84,
1376,51,25,471,-170,
1377,51,20,352,-55,
1378,51,35,485,-16,
1379,51,30,-391,-498,
1380,51,21,161,414,
1381,51,39,-195,-70,
1382,51,26,248,69,
1383,51,41,381,-136,
1384,51,22,348,-215,
1385,51,36,-200,103,
1386,51,23,351,-494,
1387,51,12,-308,-372,
1388,51,50,422,296,
1389,51,20,-150,86,
1390,51,27,279,-198,
1391,51,19,195,-444,
1392,51,33,-454,-307,
1393,51,21,161,178,
1394,51,34,417,415,
1395,51,36,-369,-250,
1396,51,37,-350,-474,
1397,51,16,-77,-377,
1398,51,14,-262,375,
1399,51,21,308,163,
1400,51,33,113,99,
1401,51,17,-263,-318,
1402,51,49,321,176,
1403,51,25,360,219,
1404,51,46,204,-69,
1405,51,29,65,-167,
1406,51,46,300,286,
1407,51,42,-208,185,
1408,51,17,119,-270,
1409,52,15,-292,-286,53
1410,52,13,331,438,53
1411,52,16,473,167,54
1412,52,14,-231,-133,
1413,52,16,-8,-468,53
1414,52,13,479,8,54
1415,52,7,-159,-429,
1416,52,12,-384,-329,54
1417,52,17,410,477,54
1418,52,14,-87,-172,
1419,52,8,418,-334,
1420,52,19,245,-142,53
1421,52,6,439,239,
1422,52,5,-389,438,
1423,52,8,412,-497,53
1424,52,8,-130,88,54
1425,52,18,136,194,53
1426,52,12,79,-188,
1427,52,16,-139,-217,
1428,52,19,292,292,
1429,52,10,58,45,
1430,52,19,39,280,54
1431,52,19,366,427,
1432,52,14,438,-68,54
1433,54,2,145,368,98
1434,54,3,-397,-470,
1435,54,3,-325,-329,99
1436,54,1,266,-444,99
1437,54,2,361,75,
1438,54,2,217,445,98
1439,54,3,109,212,
1440,54,2,-192,-281,
1441,54,2,266,111,99
1442,54,3,-371,-70,
1443,54,1,352,466,
1444,54,1,424,264,
1445,54,1,95,451,98
1446,54,0,-398,328,
1447,54,1,-384,-27,98
1448,54,3,27,-96,98
1449,54,0,364,152,99
1450,54,1,-98,300,99
1451,54,1,272,-204,99
1452,54,2,-248,50,
1453,54,0,368,-105,98
1454,54,2,-447,123,
1455,54,0,-177,-54,
1456,54,2,474,210,98
1457,54,1,-89,416,99
1458,54,2,441,50,99
1459,54,1,103,-466,99
1460,54,1,-198,-249,
1461,54,3,22,95,
1462,54,1,-154,-64,99
1463,54,1,58,-94,
1464,54,2,340,349,99
1465,54,2,-150,-348,
1466,55,6,-54,-311,
1467,55,4,404,394,
1468,55,4,96,134,
1469,55,4,-258,32,
1470,55,4,149,100,
1471,55,7,129,-189,
1472,55,3,-217,190,
1473,55,2,-76,-280,
1474,55,2,368,418,
1475,55,3,-144,336,
1476,55,5,90,466,
1477,55,7,-382,-196,
1478,55,7,52,-231,
1479,55,2,112,-57,
1480,55,3,-65,223,
1481,55,6,442,88,
1482,55,3,215,-120,
1483,55,5,366,-72,
1484,55,6,377,-396,
1485,55,2,45,280,
1486,55,5,-323,-55,
1487,55,2,-308,-160,
1488,55,2,-421,224,
1489,55,5,-302,-61,
1490,55,5,-26,207,
1491,56,9,-51,-226,112
1492,56,27,417,-73,112
1493,56,12,334,229,
1494,56,21,-244,-411,
1495,56,27,287,193,112
1496,56,22,200,-461,
1497,56,27,314,416,112
1498,56,13,-363,343,
1499,56,16,-356,-120,112
1500,56,24,16,-155,112
1501,56,28,42,-353,112
1502,56,14,-84,-363,
1503,56,16,-380,-162,
1504,56,12,-429,-363,112
1505,56,10,243,-334,112
1506,56,10,-395,258,112
1507,56,15,-265,-265,
1508,56,23,-1,-75,112
1509,56,13,305,154,
1510,56,28,-319,352,112
1511,56,18,459,443,112
1512,56,24,-354,420,112
1513,56,29,-153,-140,112
1514,56,17,-300,499,112
1515,57,9,-178,-4,10
1516,57,19,-478,-477,10
1517,57,7,395,472,10
1518,57,5,-449,307,10
1519,57,8,380,422,10
1520,57,19,57,-255,10
1521,57,12,296,429,10
1522,57,13,237,-392,
1523,57,17,101,172,10
1524,57,17,-467,-114,
1525,57,18,365,-25,
1526,57,16,-296,-287,10
1527,57,6,82,-233,
1528,57,16,56,476,10
1529,57,16,139,-45,10
1530,57,20,-130,-455,10
1531,57,17,-118,-120,
1532,57,18,309,493,10
1533,57,16,332,-282,10
1534,57,8,414,162,
1535,57,11,383,175,10
1536,57,19,-464,-72,10
1537,57,12,357,-387,
1538,58,13,93,32,10
1539,58,12,398,-190,10
1540,58,5,33,150,
1541,58,9,-25,-490,10
1542,58,14,262,-129,
1543,58,10,159,304,10
1544,58,17,42,359,10
1545,58,8,129,-40,
1546,58,15,318,380,10
1547,58,6,429,272,10
1548,58,5,183,379,10
1549,58,19,-299,-381,
1550,58,16,-306,-204,10
1551,58,13,-150,154,
1552,58,19,316,-53,10
1553,58,11,-357,-170,
1554,58,18,293,-3,10
1555,58,18,-382,358,
1556,58,13,-194,307,10
1557,58,15,-479,133,
1558,58,5,-346,-284,10
1559,58,6,330,214,10
1560,58,8,292,446,
1561,58,6,190,280,10
1562,58,18,176,131,
1563,58,7,-477,-87,
1564,58,16,72,395,10
1565,58,19,-347,345,
1566,58,11,-63,482,10
1567,58,15,74,270,10
1568,58,18,-8,254,10
1569,59,17,-262,-364,10
1570,59,15,207,-129,10
1571,59,18,-473,-399,20
1572,59,17,121,484,20
1573,59,10,-360,447,
1574,59,20,250,-74,20
1575,59,12,97,301,20
1576,59,20,339,117,
1577,59,7,184,-257,
1578,59,7,391,40,20
1579,59,11,-351,-249,
1580,59,13,28,-122,10
1581,59,7,85,362,
1582,59,7,-405,236,20
1583,59,5,-281,283,20
1584,59,7,422,-79,
1585,59,6,284,211,
1586,59,16,294,-175,
1587,59,6,195,218,10
1588,59,14,456,-178,
1589,59,7,-494,220,
1590,59,5,-372,-430,20
1591,59,8,-129,-480,
1592,59,17,-152,116,
1593,59,15,444,143,10
1594,59,8,252,92,20
1595,59,13,500,257,
1596,59,20,57,359,10
1597,59,13,-352,-210,10
1598,59,17,155,188,
1599,59,5,-299,-26,
1600,59,6,-407,-466,
1601,59,6,-379,-407,20
1602,59,17,13,226,
1603,59,10,118,-298,
1604,59,20,443,263,
1605,59,20,265,443,
1606,59,6,-186,-33,10
1607,59,10,-260,-428,
1608,59,13,-372,56,
1609,60,13,372,430,
1610,60,12,311,448,74
1611,60,10,156,-95,74
1612,60,14,-134,-183,
1613,60,12,-129,-483,
1614,60,10,238,-342,
1615,60,7,182,-339,74
1616,60,11,-321,-90,74
1617,60,6,-149,19,74
1618,60,16,-182,-438,
1619,60,9,-205,-495,
1620,60,9,-63,-423,
1621,60,15,495,-421,
1622,60,4,8,-295,74
1623,60,14,460,480,
1624,60,9,-470,385,74
1625,60,11,333,352,74
1626,60,5,-204,14,
1627,60,11,-433,-112,74
1628,60,8,-307,-44,74
1629,61,16,417,-435,116
1630,61,16,265,-395,116
1631,61,7,21,-445,
1632,61,16,36,288,116
1633,61,7,-87,17,
1634,61,14,-146,-487,116
1635,61,12,-462,277,
1636,61,14,341,330,116
1637,61,10,-449,-33,116
1638,61,5,426,-80,
1639,61,9,-468,-66,116
1640,61,5,-305,-487,116
1641,61,5,-121,306,116
1642,61,15,-458,189,
1643,61,6,60,-163,
1644,61,9,-61,298,116
1645,61,6,171,-29,
1646,61,9,82,412,
1647,61,9,489,42,116
1648,61,15,-26,-83,116
1649,61,9,259,94,116
1650,61,6,257,-433,
1651,63,11,-328,-7,
1652,63,12,-428,-336,124
1653,63,3,4,226,
1654,63,4,-25,-356,120
1655,63,6,-400,308,124
1656,63,9,190,-472,124
1657,63,11,-344,94,
1658,63,10,-111,140,
1659,63,5,-208,37,124
1660,63,4,363,-64,
1661,63,6,393,-67,
1662,63,8,-380,471,
1663,63,9,471,-24,120
1664,63,10,-232,132,
1665,63,3,-81,8,120
1666,63,5,-314,68,
1667,63,11,146,-340,120
1668,63,7,-269,-485,
1669,63,10,332,-463,
1670,63,8,-41,80,124
1671,63,3,391,145,124
1672,63,12,111,31,120
1673,63,8,277,-148,
1674,63,11,26,163,120
1675,63,8,-422,-458,
1676,63,12,-38,-339,
1677,63,3,329,-265,124
1678,63,10,251,-61,
1679,64,13,355,371,120
1680,64,8,273,112,
1681,64,13,-479,294,120
1682,64,15,-228,-396,120
1683,64,7,156,310,
1684,64,13,-488,-457,124
1685,64,11,-255,-253,124
1686,64,8,-299,153,120
1687,64,16,-277,366,124
1688,64,11,-360,-286,
1689,64,4,382,-400,
1690,64,16,394,342,124
1691,64,4,484,498,
1692,64,10,-264,398,
1693,64,6,263,399,120
1694,64,7,50,-174,124
1695,64,14,215,64,120
1696,64,14,178,-81,
1697,64,15,210,-212,124
1698,64,8,353,390,124
1699,64,7,-118,100,120
1700,64,11,495,105,120
1701,65,10,298,36,
1702,65,8,147,134,
1703,65,9,-121,255,51
1704,65,9,89,-455,51
1705,65,5,487,48,
1706,65,6,-62,-132,
1707,65,7,-71,-173,
1708,65,5,289,-479,
1709,65,5,144,-315,51
1710,65,8,-330,488,
1711,65,4,-440,-343,
1712,65,5,-293,-413,
1713,65,3,-34,189,
1714,65,5,371,349,51
1715,65,5,283,-117,
1716,65,4,421,177,
1717,65,8,-46,-344,51
1718,65,10,435,490,51
1719,65,5,-342,-405,51
1720,65,3,440,137,51
1721,65,4,306,458,51
1722,65,4,482,256,
1723,65,2,80,186,
1724,65,10,-414,39,51
1725,65,2,-310,110,
1726,65,8,-360,122,
1727,65,5,-396,-411,51
1728,65,7,80,-55,
1729,65,6,282,-344,
1730,65,9,102,-444,
1731,65,7,-193,-264,51
1732,65,9,182,-318,
1733,65,3,-140,-452,
1734,66,6,-342,335,
1735,66,5,-305,-208,64
1736,66,7,-428,270,
1737,66,10,-244,181,64
1738,66,7,115,-127,
1739,66,4,-276,-47,
1740,66,6,52,-199,
1741,66,3,-44,-490,64
1742,66,5,-319,-396,
1743,66,5,-113,251,64
1744,66,8,-410,229,64
1745,66,6,393,-153,
1746,66,8,237,-155,
1747,66,7,203,43,64
1748,66,2,-458,-253,64
1749,66,6,59,-389,64
1750,66,8,-452,-416,64
1751,66,6,181,-34,64
1752,66,3,253,91,64
1753,66,10,454,-361,
1754,66,7,457,217,64
1755,66,7,-107,-432,64
1756,66,9,-162,106,
1757,66,5,-382,462,64
1758,66,6,37,-415,
1759,66,7,-181,-220,64
1760,66,9,264,185,
1761,66,9,456,-404,64
1762,66,7,-471,-154,
1763,66,8,138,46,
1764,66,5,-479,-345,64
1765,67,8,89,-330,
1766,67,18,-326,237,124
1767,67,20,-291,-308,
1768,67,9,43,53,
1769,67,14,-285,70,124
1770,67,11,-293,-402,
1771,67,7,282,-441,
1772,67,12,-383,436,124
1773,67,20,310,224,
1774,67,9,109,-247,124
1775,67,18,96,-291,
1776,67,15,417,-450,124
1777,67,5,380,-414,
1778,67,8,-114,35,
1779,67,16,-112,337,124
1780,67,8,-123,-157,124
1781,67,17,243,109,124
1782,67,6,259,371,
1783,67,7,-265,192,
1784,67,11,434,-31,
1785,67,6,252,31,124
1786,67,8,-165,-183,124
1787,67,17,-62,-207,
1788,67,15,206,159,
1789,67,20,60,-293,
1790,67,13,-471,-488,
1791,67,15,161,305,124
1792,67,16,-300,302,124
1793,67,11,196,61,124
1794,67,13,-482,352,124
1795,67,9,-232,170,124
1796,67,5,-14,-443,
1797,68,2,132,-376,
1798,68,3,-241,349,
1799,68,4,-347,-373,
1800,68,4,151,382,
1801,68,1,408,-287,
1802,68,2,-239,-286,
1803,68,1,-105,-444,
1804,68,1,-372,263,
1805,68,5,281,490,
1806,68,6,30,-233,
1807,68,3,128,244,
1808,68,4,193,-352,
1809,68,4,-83,-239,
1810,68,5,-320,469,
1811,68,5,353,-251,
1812,68,2,454,109,
1813,68,1,-147,31,
1814,68,6,368,-205,
1815,68,5,-267,-20,
1816,68,5,487,-374,
1817,68,3,-47,415,
1818,68,5,197,381,
1819,68,4,104,324,
1820,68,1,320,24,
1821,68,2,-107,-212,
1822,68,6,182,499,
1823,68,5,-233,-369,
1824,68,1,-185,369,
1825,68,3,-120,-319,
1826,68,3,288,480,
1827,69,15,-80,307,
1828,69,25,310,-242,
1829,69,25,299,-457,
1830,69,30,248,-316,
1831,69,28,-250,-26,
1832,69,11,215,-472,
1833,69,7,151,-165,
1834,69,21,488,-93,
1835,69,17,240,209,
1836,69,17,321,4,
1837,69,27,125,-332,
1838,69,15,314,157,
1839,69,14,441,208,
1840,69,21,-58,239,
1841,69,26,-203,401,
1842,69,22,390,186,
1843,69,9,107,121,
1844,69,19,-467,321,
1845,69,22,186,-166,
1846,69,11,-136,-414,
1847,69,20,-62,-13,
1848,69,19,243,499,
1849,69,11,-436,186,
1850,69,25,-83,85,
1851,70,20,328,403,
1852,70,18,-290,-205,
1853,70,10,281,-34,
1854,70,6,-90,495,
1855,70,8,-118,-90,
1856,70,10,-314,-173,
1857,70,6,121,-201,
1858,70,10,-23,14,
1859,70,6,-423,-352,
1860,70,15,226,355,
1861,70,10,89,-25,
1862,70,19,-89,-105,
1863,70,8,-453,-407,
1864,70,12,-148,35,
1865,70,17,472,303,
1866,70,18,-189,-65,
1867,70,5,17,353,
1868,70,12,473,316,
1869,70,13,-337,-176,
1870,70,7,365,273,
1871,70,5,80,-207,
1872,73,7,-267,-206,
1873,73,8,-56,-328,
1874,73,8,-119,215,
1875,73,3,153,-107,
1876,73,4,449,110,
1877,73,6,161,472,
1878,73,7,-432,124,
1879,73,3,-465,152,
1880,73,2,218,-228,
1881,73,2,193,334,
1882,73,5,246,-354,
1883,73,5,-41,417,
1884,73,6,-411,-411,
1885,73,6,46,-247,
1886,73,7,238,203,
1887,73,3,-198,-144,
1888,73,3,-190,-101,
1889,73,2,-58,-360,
1890,73,7,-45,433,
1891,73,5,-389,-214,
1892,73,5,339,-304,
1893,73,8,-152,141,
1894,73,7,362,-43,
1895,73,3,281,-312,
1896,73,2,-54,-36,
1897,73,5,310,-360,
1898,73,2,192,-180,
1899,75,20,-312,333,
1900,75,5,18,302,
1901,75,19,-309,386,78
1902,75,15,188,458,
1903,75,18,-471,-256,23
1904,75,5,-269,211,
1905,75,17,-15,325,
1906,75,9,406,-135,78
1907,75,11,193,-432,23
1908,75,7,447,-3,78
1909,75,7,257,149,78
1910,75,19,-266,377,23
1911,75,12,72,147,78
1912,75,19,243,252,
1913,75,5,-80,-166,
1914,75,20,86,-195,23
1915,75,11,-103,197,
1916,75,14,-80,482,23
1917,75,5,-318,319,78
1918,75,10,-79,-436,
1919,75,7,476,165,78
1920,75,15,-220,333,78
1921,75,8,452,-17,
1922,75,9,295,73,23
1923,75,16,-333,193,23
1924,75,9,-393,-237,23
1925,75,19,-51,-127,23
1926,75,20,-85,4,
1927,75,14,-89,-12,
1928,75,13,-234,199,23
1929,75,13,438,162,23
1930,75,14,-254,-42,
1931,75,15,443,-144,23
1932,75,14,-265,-18,
1933,75,9,-463,-217,23
1934,75,15,-463,349,23
1935,75,12,468,-6,
1936,75,14,330,455,78
1937,76,16,-28,109,
1938,76,14,-117,-363,65
1939,76,15,223,439,
1940,76,5,-436,320,65
1941,76,20,-8,-133,
1942,76,7,480,298,
1943,76,10,-455,-303,
1944,76,20,493,336,
1945,76,19,-298,244,65
1946,76,17,-451,-343,65
1947,76,14,223,-443,
1948,76,16,272,261,65
1949,76,18,-316,-105,
1950,76,11,409,373,
1951,76,6,-121,-49,
1952,76,19,-92,-36,
1953,76,14,20,461,
1954,76,7,-360,336,65
1955,76,8,285,-163,65
1956,76,17,440,284,
1957,76,10,144,322,
1958,76,18,388,-115,65
1959,76,10,259,23,65
1960,76,14,-309,481,
1961,76,13,7,321,65
1962,76,10,143,-275,65
1963,76,10,-355,-198,65
1964,76,16,-379,48,65
1965,76,6,-161,82,
1966,76,17,183,297,
1967,76,20,-190,-470,65
1968,76,19,-442,355,65
1969,76,18,-164,-420,65
1970,76,9,424,-284,
1971,76,16,140,285,
1972,76,14,-128,488,65
1973,77,14,-212,-8,65
1974,77,7,116,238,
1975,77,5,126,-54,
1976,77,20,251,244,65
1977,77,12,-14,346,65
1978,77,11,258,-473,65
1979,77,9,298,317,65
1980,77,12,-193,204,
1981,77,5,-140,33,65
1982,77,14,139,38,65
1983,77,10,386,226,
1984,77,19,35,-349,65
1985,77,16,-413,-413,
1986,77,19,-377,-490,
1987,77,5,-337,189,
1988,77,10,-304,142,
1989,77,19,354,461,65
1990,77,7,19,458,
1991,77,9,174,59,
1992,77,16,53,114,
1993,77,17,400,172,
1994,77,20,247,361,65
1995,77,15,476,105,
1996,77,10,-298,45,65
1997,77,11,-282,-72,
1998,77,19,-178,-372,
1999,77,18,-212,206,
2000,77,7,-144,-179,
2001,77,15,132,141,
2002,77,6,-206,228,65
2003,77,17,301,344,65
2004,77,5,-283,-27,65
2005,77,7,-461,-274,
2006,77,15,230,191,65
2007,77,19,-450,-379,65
2008,77,19,-220,-375,
2009,77,8,495,-133,
2010,77,8,488,-168,
2011,77,20,217,34,65
2012,77,16,446,-127,65
2013,78,5,399,263,65
2014,78,19,411,76,
2015,78,12,415,203,65
2016,78,12,-12,415,65
2017,78,17,496,-417,65
2018,78,19,-190,271,
2019,78,17,351,419,
2020,78,16,-244,-304,65
2021,78,12,-139,110,
2022,78,15,-339,-474,
2023,78,6,-250,-368,
2024,78,7,-479,-316,65
2025,78,11,-347,-351,65
2026,78,8,233,325,65
2027,78,12,165,-476,
2028,78,19,325,-24,65
2029,78,7,-345,-458,65
2030,78,10,92,219,65
2031,78,15,290,-400,65
2032,78,16,-226,100,
